"","animal_id","animal_name","animal_type","primary_color","secondary_color","sex","dob","intake_date","intake_condition","intake_type","intake_subtype","reason_for_intake","outcome_date","crossing","jurisdiction","outcome_type","outcome_subtype","latitude","longitude","outcome_is_dead","was_outcome_alive","geopoint","color","intake"
"2935","A615375","*nate dog","cat","gray","white","Neutered",2016-09-29,2018-09-29,"normal","stray","trap",NA,2018-10-05,"3600 BLK MONICA AVE, LONG BEACH, CA 90808","Long Beach","shelter, neuter, return","straycatal",33.8223965,-118.0694365,FALSE,TRUE,"33.8223965, -118.0694365","grey","normal"
"2936","A615378","*spam tart","cat","black",NA,"Neutered",2015-09-29,2018-09-29,"normal","stray","trap",NA,2018-10-05,"3600 BLK MONICA AVE, LONG BEACH, CA 90808","Long Beach","shelter, neuter, return","straycatal",33.8223965,-118.0694365,FALSE,TRUE,"33.8223965, -118.0694365","black","normal"
"2937","A615919","*tiddly-wink","cat","gray","white","Spayed",2017-10-07,2018-10-07,"normal","stray","trap",NA,2018-10-14,"3600 BLK MONICA AVE, LONG BEACH, CA 90808","Long Beach","shelter, neuter, return","straycatal",33.8223965,-118.0694365,FALSE,TRUE,"33.8223965, -118.0694365","grey","normal"
"2938","A615815","*onyxa","cat","black",NA,"Spayed",2016-10-06,2018-10-06,"fractious","stray","trap",NA,2018-10-15,"3600 BLK MONICA AVE, LONG BEACH, CA 90808","Long Beach","shelter, neuter, return","straycatal",33.8223965,-118.0694365,FALSE,TRUE,"33.8223965, -118.0694365","black","feral_fractious"
"2939","A601072","*chrismakah","cat","brown  tabby",NA,"Spayed",2015-12-14,2017-12-14,"feral","stray","otc",NA,2017-12-22,"3600 BLK PALO VERDE AVE, LONG BEACH, CA 90808","Long Beach","rescue","straycatal",33.8224286,-118.1074944,FALSE,TRUE,"33.82242859999999, -118.1074944","other","feral_fractious"
"2940","A642379",NA,"cat","brown  tabby","white","Male",2020-03-17,2020-05-04,"normal","stray","field",NA,2020-05-04,"3600 BLK SANTA FE AVE, LONG BEACH, CA 90810","Long Beach","rescue","littlepaws",33.8216538,-118.2152875,FALSE,TRUE,"33.8216538, -118.2152875","other","normal"
"2941","A638575","a638575*tuxie","cat","black","white","Spayed",2019-05-15,2020-01-15,"normal","stray","trap",NA,2020-01-29,"3600 BLK SAUSALITO ST, LOS ALAMITOS, CA 90720","Los Alamitos","shelter, neuter, return","straycatal",33.8085892,-118.0703529,FALSE,TRUE,"33.8085892, -118.0703529","black","normal"
"2942","A655859","*masey","cat","orange tabby",NA,"Neutered",2011-04-04,2021-04-04,"normal","stray","otc",NA,2021-04-30,"3600 CHERRY AVE, LONG BEACH, CA 90808","Long Beach","adoption","web",33.8223715,-118.167124,FALSE,TRUE,"33.8223715, -118.167124","orange","normal"
"2943","A672217",NA,"cat","brown  tabby","white","Female",2020-03-24,2022-03-24,"normal","stray","otc",NA,2022-03-24,"3232 CASPIAN AVE, LONG BEACH, CA 90810","Long Beach","transfer","spcala",33.8159889,-118.2119722,FALSE,TRUE,"33.8159889, -118.2119722","other","normal"
"2944","A615429","*tinsella","cat","gray","white","Spayed",2017-09-30,2018-09-30,"fractious","stray","trap",NA,2018-10-06,"3600 MONICA AVE, LONG BEACH, CA 90808","Long Beach","shelter, neuter, return","straycatal",33.8223965,-118.0694365,FALSE,TRUE,"33.8223965, -118.0694365","grey","feral_fractious"
"2945","A690299","*santas little helper","cat","tortie",NA,"Female",2022-09-09,2022-12-09,"normal","stray","otc",NA,2022-12-16,"3300 BLK ATLANTIC AVE. LONG BEACH, CA 90807","Long Beach","rescue","littlepaws",33.8174708,-118.1847362,FALSE,TRUE,"33.8174708, -118.1847362","multi","normal"
"2946","A612587",NA,"cat","calico",NA,"Female",2018-05-09,2018-08-09,"ill severe","stray","field",NA,2018-08-09,"3300 BLK CASPIAN AVE, LONG BEACH, CA 90810","Long Beach","euthanasia","ill severe",33.8172425,-118.2119827,TRUE,FALSE,"33.8172425, -118.2119827","multi","severe"
"2947","A635112","pickle","cat","black",NA,"Spayed",2018-12-27,2019-10-17,"normal","stray","otc",NA,2020-01-08,"3618 DAISY AVE, LONG BEACH, CA 90807","District7","adoption","walkin",33.8187667,-118.1991395,FALSE,TRUE,"33.8187667, -118.1991395","black","normal"
"2948","A626004","*juicy","cat","orange","white","Spayed",2016-05-08,2019-05-08,"normal","stray","otc",NA,2019-06-19,"3700 ATLANTIC AVE, LONG BEACH, CA 90807","Long Beach","rescue","straycatal",33.8244852,-118.1846958,FALSE,TRUE,"33.8244852, -118.1846958","orange","normal"
"2949","A639575","*agape","cat","gray","white","Neutered",2019-12-06,2020-02-06,"normal","stray","otc",NA,2020-02-15,"3700 BLK ATLANTIC AVE, LONG BEACH, CA 90807","Long Beach","adoption","promotion",33.8244852,-118.1846958,FALSE,TRUE,"33.8244852, -118.1846958","grey","normal"
"2950","A639574","*masha mella","cat","gray","white","Spayed",2019-12-06,2020-02-06,"normal","stray","otc",NA,2020-02-19,"3700 BLK ATLANTIC AVE, LONG BEACH, CA 90807","Long Beach","rescue","littlelion",33.8244852,-118.1846958,FALSE,TRUE,"33.8244852, -118.1846958","grey","normal"
"2951","A691511","snowball","cat","white",NA,"Female",2022-12-03,2023-01-06,"ill mild","owner surrender","otc","owner prob",2023-01-07,"3700 BLK ATLANTIC AVE, LONG BEACH, CA 90807","Long Beach","rescue","littlepaws",33.8244852,-118.1846958,FALSE,TRUE,"33.8244852, -118.1846958","white","mild"
"2952","A649636","a649636","cat","gray","white","Spayed",2019-10-03,2020-10-03,"fractious","stray","trap",NA,2020-10-11,"3300 BLK DAISY AVE, LONG BEACH, CA 90806","Long Beach","shelter, neuter, return","straycatal",33.817104,-118.1989132,FALSE,TRUE,"33.817104, -118.1989132","grey","feral_fractious"
"2953","A650407","a650407","cat","brown  tabby",NA,"Neutered",2016-10-24,2020-10-29,"fractious","stray","trap",NA,2020-11-03,"3300 BLK DAISY AVE, LONG BEACH, CA 90806","Long Beach","shelter, neuter, return","straycatal",33.817104,-118.1989132,FALSE,TRUE,"33.817104, -118.1989132","other","feral_fractious"
"2954","A677591",NA,"cat","brown  tabby","white","Female",2021-01-14,2022-06-14,"ill severe","stray","field",NA,2022-06-14,"3700 BLK BRAYTON AVE, LONG BEACH, CA 90807","Long Beach","euthanasia","ill severe",33.8241908,-118.1752357,TRUE,FALSE,"33.8241908, -118.1752357","other","severe"
"2955","A631621","*dreamsicle","cat","orange tabby",NA,"Neutered",2019-06-09,2019-08-09,"normal","stray","otc",NA,2019-08-21,"3300 BLK DELTA AVE, LONG BEACH, CA 90810","Long Beach","adoption","walkin",33.8170954,-118.2111173,FALSE,TRUE,"33.8170954, -118.2111173","orange","normal"
"2956","A631620","sailor","cat","orange tabby",NA,"Male",2019-06-09,2019-08-09,"normal","stray","otc",NA,2019-08-17,"3300 BLK DELTA AVE, LONG BEACH, CA 90810","Long Beach","adoption","walkin",33.8170954,-118.2111173,FALSE,TRUE,"33.8170954, -118.2111173","orange","normal"
"2957","A631619","pishee","cat","orange tabby","white","Neutered",2019-06-09,2019-08-09,"normal","stray","otc",NA,2019-08-17,"3300 BLK DELTA AVE, LONG BEACH, CA 90810","Long Beach","adoption","walkin",33.8170954,-118.2111173,FALSE,TRUE,"33.8170954, -118.2111173","orange","normal"
"2958","A625418","baloo","cat","gray",NA,"Male",2017-04-27,2019-04-27,"normal","stray","field",NA,2019-04-27,"3700 BLK CEDAR AVE, LONG BEACH, CA 90807","Long Beach","return to owner","fre rid hm",33.8243519,-118.1954352,FALSE,TRUE,"33.8243519, -118.1954352","grey","normal"
"2959","A651864","*moira","cat","brown  tabby",NA,"Female",2017-11-25,2020-11-25,"normal","stray","trap",NA,2020-12-05,"3300 BLK E 59TH ST, LONG BEACH, CA 90805","Long Beach","transfer","spcala",33.8626828,-118.152933,FALSE,TRUE,"33.8626828, -118.152933","other","normal"
"2960","A636258",NA,"cat","tortie",NA,"Female",2019-10-05,2019-11-15,"normal","stray","otc",NA,2019-11-19,"3300 BLK E 65TH ST, LONG BEACH, CA 90805","Long Beach","rescue","littlepaws",33.8720719,-118.1546083,FALSE,TRUE,"33.8720719, -118.1546083","multi","normal"
"2961","A704432",NA,"cat","black",NA,"Male",2013-08-07,2023-08-07,"ill severe","stray","field",NA,2023-08-07,"3300 BLK E 68TH WAY, LB 90805","Long Beach","euthanasia","at vet",33.8792006,-118.1541952,TRUE,FALSE,"33.8792006, -118.1541952","black","severe"
"2962","A687127","*southie","cat","calico",NA,"Female",2022-09-19,2022-10-19,"normal","stray","otc",NA,2023-02-09,"3700 BLK E SOUTH ST, LONG BEACH, CA 90805","Long Beach","adoption","pfe/pawshp",33.8597946,-118.1484742,FALSE,TRUE,"33.8597946, -118.1484742","multi","normal"
"2963","A611668","lisa","cat","tortie",NA,"Female",2014-07-26,2018-07-26,"normal","owner surrender","otc","move",2018-07-27,"3300 BLK ELM AVE, LONG BEACH, CA 90807","Long Beach","transfer","spcala",33.8174287,-118.1882839,FALSE,TRUE,"33.8174287, -118.1882839","multi","normal"
"2964","A693573","*peanut","cat","gray",NA,"Neutered",2022-02-17,2023-02-17,"normal","stray","otc",NA,2023-02-26,"3300 BLK KATELLA AVE, LOS ALAMITOS, CA 90720","Los Alamitos","adoption",NA,33.8030149,-118.0746885,FALSE,TRUE,"33.8030149, -118.0746885","grey","normal"
"2965","A683089","*simon","cat","orange",NA,"Neutered",2022-08-07,2022-09-04,"normal","stray","otc",NA,2022-09-10,"3700 BLK HATHAWAY AVE, LONG BEACH, CA 90815","Long Beach","adoption",NA,33.7926242,-118.1466,FALSE,TRUE,"33.7926242, -118.1466","orange","normal"
"2966","A650446","*berry","cat","gray",NA,"Male",2020-08-24,2020-10-24,"normal","stray","otc",NA,2020-11-03,"3700 BLK IROQUOIS AVE, LONG BEACH, CA 90808","Long Beach","rescue","catpaws",33.8249686,-118.106014,FALSE,TRUE,"33.8249686, -118.106014","grey","normal"
"2967","A648054",NA,"cat","orange",NA,"Male",2019-11-29,2020-08-29,"normal","stray","field",NA,2020-08-30,"3700 BLK LEMON AVE, LONG BEACH, CA 90805","Long Beach","euthanasia","at vet",33.8242457,-118.1785314,TRUE,FALSE,"33.8242457, -118.1785314","orange","normal"
"2968","A613908","saphire","cat","lynx point",NA,"Spayed",2013-08-31,2018-08-31,"normal","owner surrender","otc","move",2018-09-02,"3300 BLK N STUDEBAKER RD, LONG BEACH, CA 90808","Long Beach","adoption","referral",33.8162441,-118.0986828,FALSE,TRUE,"33.8162441, -118.0986828","grey","normal"
"2969","A596345","*orangiana","cat","orange","white","Spayed",2016-09-01,2017-10-17,"feral","stray","otc",NA,2017-10-18,"3700 BLK MYRTLE AVE, LONG BEACH, CA 90807","Long Beach","transfer",NA,33.8241987,-118.1815866,FALSE,TRUE,"33.8241987, -118.1815866","orange","feral_fractious"
"2970","A669932","*bob","cat","black",NA,"Neutered",2019-01-31,2022-01-30,"ill mild","owner surrender","field","owner prob",2022-10-06,"3300 BLK SANTA FE AVE, LONG BEACH, CA 90810","Long Beach","rescue","kittybunga",33.8171037,-118.2154046,FALSE,TRUE,"33.8171037, -118.2154046","black","mild"
"2971","A678130","*rizzo","cat","gray tabby",NA,"Spayed",2022-05-11,2022-06-22,"normal","stray","otc",NA,2022-11-02,"3700 BLK PACIFIC AVE, LONG BEACH, CA 90807","Long Beach","adoption",NA,33.8242212,-118.1943313,FALSE,TRUE,"33.8242212, -118.1943313","grey","normal"
"2972","A669931","*morgan","cat","black",NA,"Spayed",2019-01-31,2022-01-30,"ill mild","owner surrender","field","owner prob",2022-09-17,"3300 BLK SANTA FE AVE, LONG BEACH, CA 90810","Long Beach","rescue","kittybunga",33.8171037,-118.2154046,FALSE,TRUE,"33.8171037, -118.2154046","black","mild"
"2973","A674031","*soot","cat","black",NA,"Spayed",2019-05-05,2022-05-05,"normal","owner surrender","field",NA,2023-04-06,"3300 BLK SANTA FE AVE, LONG BEACH, CA 90810","Long Beach","rescue","kittybunga",33.8171037,-118.2154046,FALSE,TRUE,"33.8171037, -118.2154046","black","normal"
"2974","A674029","melanie","cat","gray",NA,"Spayed",2019-05-05,2022-05-05,"normal","owner surrender","field",NA,2022-05-25,"3300 BLK SANTA FE AVE, LONG BEACH, CA 90810","Long Beach","return to owner","fre rid hm",33.8171037,-118.2154046,FALSE,TRUE,"33.8171037, -118.2154046","grey","normal"
"2975","A629328","a629328*creamer","cat","flame point",NA,"Spayed",2018-07-05,2019-07-05,"fractious","stray","otc",NA,2019-08-08,"3300 BLK SANTA FE AVE, LONG BEACH, CA 90810","Long Beach","shelter, neuter, return","straycatal",33.8171037,-118.2154046,FALSE,TRUE,"33.8171037, -118.2154046","tan","feral_fractious"
"2976","A708486","bonnie","cat","tortie",NA,"Spayed",2023-09-08,2023-10-08,"ill mild","stray","otc",NA,2023-10-09,"3700 BLOCK IROQUOIS AVE, LONG BEACH CA","Long Beach","rescue","littlepaws",33.8249686,-118.106014,FALSE,TRUE,"33.8249686, -118.106014","multi","mild"
"2977","A674026","m'baku","cat","gray",NA,"Neutered",2022-04-30,2022-05-05,"normal","owner surrender","field",NA,2022-06-01,"3300 BLK SANTA FE AVE, LONG BEACH, CA 90810","Long Beach","adoption","web",33.8171037,-118.2154046,FALSE,TRUE,"33.8171037, -118.2154046","grey","normal"
"2978","A674030","*cinderalla","cat","gray",NA,"Spayed",2018-05-05,2022-05-05,"normal","owner surrender","field",NA,2023-01-28,"3300 BLK SANTA FE AVE, LONG BEACH, CA 90810","Long Beach","adoption","web",33.8171037,-118.2154046,FALSE,TRUE,"33.8171037, -118.2154046","grey","normal"
"2979","A626154",NA,"cat","tortie",NA,"Female",2019-04-10,2019-05-10,"ill mild","stray","otc",NA,2019-05-22,"3700 CERRITOS AVE, LOS ALAMITOS, CA 90720","Los Alamitos","rescue","fndanifoun",33.809657,-118.0680316,FALSE,TRUE,"33.809657, -118.0680316","multi","mild"
"2980","A674048","*nirvana","cat","gray",NA,"Neutered",2014-12-26,2022-05-05,"normal","owner surrender","field",NA,2023-03-17,"3300 BLK SANTA FE AVE, LONG BEACH, CA 90810","Long Beach","adoption","web",33.8171037,-118.2154046,FALSE,TRUE,"33.8171037, -118.2154046","grey","normal"
"2981","A587108","*lucas","cat","gray","white","Neutered",2014-03-15,2017-03-15,"normal","stray","otc",NA,2017-04-07,"3700 COUNTRY CLUB DR, LONG BEACH, CA 90807","Long Beach","shelter, neuter, return","straycatal",33.8242056,-118.1965873,FALSE,TRUE,"33.8242056, -118.1965873","grey","normal"
"2982","A670669","*nate","cat","gray",NA,"Neutered",2021-02-14,2022-02-14,"normal","owner surrender","field","owner prob",2022-04-08,"3300 BLK SANTA FE AVE, LONG BEACH, CA 90810","Long Beach","adoption",NA,33.8171037,-118.2154046,FALSE,TRUE,"33.8171037, -118.2154046","grey","normal"
"2983","A587105",NA,"cat","black",NA,"Female",2015-03-15,2017-03-15,"normal","stray","otc",NA,2017-03-22,"3700 COUNTRY CLUB DR, LONG BEACH, CA 90807","Long Beach","transfer","spcala",33.8242056,-118.1965873,FALSE,TRUE,"33.8242056, -118.1965873","black","normal"
"2984","A670669","*nate","cat","gray",NA,"Neutered",2021-02-14,2022-02-14,"normal","owner surrender","field","owner prob",2022-05-22,"3300 BLK SANTA FE AVE, LONG BEACH, CA 90810","Long Beach","adoption","web",33.8171037,-118.2154046,FALSE,TRUE,"33.8171037, -118.2154046","grey","normal"
"2985","A670906","*almond joy","cat","gray",NA,"Spayed",2021-02-23,2022-02-22,"normal","owner surrender","field","owner prob",2022-04-01,"3300 BLK SANTA FE AVE, LONG BEACH, CA 90810","Long Beach","adoption","web",33.8171037,-118.2154046,FALSE,TRUE,"33.8171037, -118.2154046","grey","normal"
"2986","A670668","*rue","cat","gray",NA,"Spayed",2021-02-14,2022-02-14,"normal","owner surrender","field","owner prob",2022-02-20,"3300 BLK SANTA FE AVE, LONG BEACH, CA 90810","Long Beach","adoption","web",33.8171037,-118.2154046,FALSE,TRUE,"33.8171037, -118.2154046","grey","normal"
"2987","A674046","*grizabello","cat","black",NA,"Neutered",2019-05-05,2022-05-05,"normal","owner surrender","field",NA,2022-09-17,"3300 BLK SANTA FE AVE, LONG BEACH, CA 90810","Long Beach","rescue","kittybunga",33.8171037,-118.2154046,FALSE,TRUE,"33.8171037, -118.2154046","black","normal"
"2988","A650279",NA,"cat","white",NA,"Male",2013-10-18,2020-10-18,"ill severe","stray","field",NA,2020-10-18,"3700 EASY AVE, LONG BEACH, CA 90810","Long Beach","euthanasia","ill severe",33.8237557,-118.2097605,TRUE,FALSE,"33.8237557, -118.2097605","white","severe"
"2989","A612231","*carly","cat","snowshoe","white","Female",2018-06-03,2018-08-03,"normal","stray","otc",NA,2018-08-15,"3700 GREEN AVE, LOS ALAMITOS, CA 90720","Los Alamitos","adoption","spcala",33.8016257,-118.0682762,FALSE,TRUE,"33.8016257, -118.0682762","multi","normal"
"2990","A595567","*reese","cat","gray tabby",NA,"Male",2014-08-18,2017-08-18,"normal","stray","otc",NA,2017-09-08,"3700 MARBER AVE, LONG BEACH, CA 90808","Long Beach","transfer","spcala",33.8251136,-118.1244893,FALSE,TRUE,"33.8251136, -118.1244893","grey","normal"
"2991","A692360",NA,"cat","gray tabby",NA,"Male",NA,2023-01-24,"ill severe","stray","field",NA,2023-01-25,"3300 BLKATLANTIC AVE, LONGBEACH CA","Long Beach","euthanasia","at vet",33.8174708,-118.1847362,TRUE,FALSE,"33.8174708, -118.1847362","grey","severe"
"2992","A628632",NA,"cat","seal point",NA,"Female",2019-05-03,2019-06-21,"ill severe","stray","otc",NA,2019-06-21,"3700 PETALUMA AVE, LONG BEACH, CA 90808","Long Beach","euthanasia","ill severe",33.8246649,-118.099897,TRUE,FALSE,"33.8246649, -118.099897","grey","severe"
"2993","A593546","*brom","cat","brown  tabby",NA,"Male",2017-03-14,2017-07-14,"normal","stray","otc",NA,2017-07-20,"3700 WALNUT AVE, LONG BEACH, CA 90807","Long Beach","transfer","spcala",33.8244186,-118.1717253,FALSE,TRUE,"33.8244186, -118.1717253","other","normal"
"2994","A732325","*orenji","cat","orange tabby",NA,"Male",2014-11-09,2024-11-09,"ill severe","stray","otc",NA,2024-11-12,"3300 BLOCK PALO VERDE AVE, LONG BEACH CA","Long Beach","euthanasia","ill severe",33.8167767,-118.1076103,TRUE,FALSE,"33.8167767, -118.1076103","orange","severe"
"2995","A627946","dynamite","cat","orange","white","Neutered",2015-06-08,2019-06-08,"normal","stray","field",NA,2019-07-03,"3800 BLK ATLANTIC AVE, LONG BEACH, CA 90807","Long Beach","adoption","pfe/pawshp",33.8267055,-118.1849579,FALSE,TRUE,"33.8267055, -118.1849579","orange","normal"
"2996","A629160",NA,"cat","black","white","Female",2019-05-30,2019-06-30,"fractious","stray","field",NA,2019-07-14,"3300 CASPIAN AVE, LONG BEACH, CA 90810","Long Beach","euthanasia","ill severe",33.8172425,-118.2119827,TRUE,FALSE,"33.8172425, -118.2119827","black","feral_fractious"
"2997","A629158","a629158","cat","brown  tabby","white","Spayed",2013-06-30,2019-06-30,"fractious","stray","field",NA,2019-07-15,"3300 CASPIAN AVE, LONG BEACH, CA 90810","Long Beach","shelter, neuter, return","straycatal",33.8172425,-118.2119827,FALSE,TRUE,"33.8172425, -118.2119827","other","feral_fractious"
"2998","A632327","a632327*skipper","cat","calico",NA,"Spayed",2019-05-21,2019-08-21,"normal","stray","otc",NA,2019-09-13,"3300 DELTA AVE, LONG BEACH, CA 90810","Long Beach","shelter, neuter, return","straycatal",33.8170954,-118.2111173,FALSE,TRUE,"33.8170954, -118.2111173","multi","normal"
"2999","A699782","*blk kitten 5","cat","black",NA,"Unknown",NA,2023-05-31,"normal","stray","otc",NA,2023-05-31,"3800 BLK CHERRY AVE","Long Beach","rescue","littlelion",33.8270906,-118.1671685,FALSE,TRUE,"33.8270906, -118.1671685","black","normal"
"3000","A699780","*blk kitten 4","cat","black",NA,"Unknown",NA,2023-05-31,"normal","stray","otc",NA,2023-05-31,"3800 BLK CHERRY AVE","Long Beach","rescue","littlelion",33.8270906,-118.1671685,FALSE,TRUE,"33.8270906, -118.1671685","black","normal"
"3001","A614568","*heckler","cat","brown  tabby",NA,"Neutered",2018-07-13,2018-09-13,"fractious","stray","otc",NA,2018-10-12,"3300 GUNDRY AVE, SIGNAL HILL, CA 90755","Signal Hill","shelter, neuter, return","straycatal",33.8171062,-118.1741269,FALSE,TRUE,"33.8171062, -118.1741269","other","feral_fractious"
"3002","A649507","*elvira","cat","gray",NA,"Female",2020-05-01,2020-10-01,"normal","stray","otc",NA,2020-10-04,"3800 BLK E 15TH ST, LONG BEACH, CA 90804","Long Beach","transfer","spcala",33.7857768,-118.1481201,FALSE,TRUE,"33.7857768, -118.1481201","grey","normal"
"3003","A646476",NA,"cat","brown  tabby","white","Female",2020-03-31,2020-07-31,"normal","stray","otc",NA,2020-08-04,"3800 BLK E 15TH ST, LONG BEACH, CA 90804","Long Beach","transfer","spcala",33.7857768,-118.1481201,FALSE,TRUE,"33.7857768, -118.1481201","other","normal"
"3004","A614254","*max","cat","gray","white","Neutered",2016-09-07,2018-09-07,"normal","stray","otc",NA,2018-10-03,"333 1ST ST, SEAL BEACH, CA 90740","Seal Beach","shelter, neuter, return","straycatal",33.7494561,-118.1075815,FALSE,TRUE,"33.7494561, -118.1075815","grey","normal"
"3005","A692267","zazzy","cat","black","white","Neutered",2018-01-21,2023-01-21,"normal","welfare seized","hospital",NA,2023-02-08,"3333 PACIFIC PL, LONG BEACH CA, 90806","Long Beach","adoption","web",33.8176665,-118.196484,FALSE,TRUE,"33.81766650000001, -118.196484","black","normal"
"3006","A680767","*cyndi","cat","seal point","cream","Female",2022-05-23,2022-07-23,"ill mild","stray","otc",NA,2022-09-08,"3800 BLK E STEARNS ST, LONG BEACH, CA 90815","Long Beach","died","in care",33.796092,-118.1481139,TRUE,FALSE,"33.796092, -118.1481139","grey","mild"
"3007","A680769","*belinda","cat","brown  tabby","calico","Female",2022-05-23,2022-07-23,"ill mild","stray","otc",NA,2022-07-27,"3800 BLK E STEARNS ST, LONG BEACH, CA 90815","Long Beach","adoption",NA,33.796092,-118.1481139,FALSE,TRUE,"33.796092, -118.1481139","other","mild"
"3008","A712454","holly","cat","gray","white","Spayed",2015-12-22,2023-12-29,"normal","owner surrender","otc","owner died",2023-12-30,"3800 BLK ELM AVE LONG BEACH CA 90807","Long Beach","homefirst",NA,33.8269437,-118.1876503,FALSE,TRUE,"33.8269437, -118.1876503","grey","normal"
"3009","A733570","*julius","cat","gray","white","Neutered",2014-12-02,2024-12-02,"ill mild","stray","trap",NA,NA,"3400 BLK CEDAR AVE, LONG BEACH, CA 90807","Long Beach",NA,NA,33.819002,-118.1948868,FALSE,TRUE,"33.819002, -118.1948868","grey","mild"
"3010","A689198","*wanda","cat","black",NA,"Female",2022-09-21,2022-11-21,"normal","stray","field",NA,2022-11-30,"3800 BLK N LAKEWOOD BLVD, LONG BEACH, CA 90808","Long Beach","adoption",NA,33.8267291,-118.1425101,FALSE,TRUE,"33.8267291, -118.1425101","black","normal"
"3011","A700248","*archie","cat","orange",NA,"Male",2023-04-06,2023-06-06,"normal","stray","otc",NA,2023-06-09,"3400 BLK E 65TH ST, LONG BEACH, CA, 90805","Long Beach","transfer","spcala",33.8729043,-118.1534669,FALSE,TRUE,"33.8729043, -118.1534669","orange","normal"
"3012","A610249","*ducky","cat","orange tabby","white","Male",2018-04-27,2018-06-27,"normal","stray","otc",NA,2018-08-01,"3800 BLK N WESTON PL, LONG BEACH, CA 90807","Long Beach","rescue","fndanifoun",33.8270382,-118.1916277,FALSE,TRUE,"33.8270382, -118.1916277","orange","normal"
"3013","A727314","*peanut","cat","gray tabby","white","Neutered",2024-05-22,2024-08-22,"normal","stray","aban field",NA,2024-08-31,"3800 BLK PACIFIC AVE, LB 90807","Long Beach","adoption","remote evt",33.826934,-118.194247,FALSE,TRUE,"33.826934, -118.194247","grey","normal"
"3014","A706703","*princess","cat","white",NA,"Spayed",2021-09-12,2023-09-12,"normal","stray","field",NA,2023-09-14,"3400 BLK E ANAHEIM ST","Long Beach","rescue","helpingper",33.7822287,-118.1520167,FALSE,TRUE,"33.7822287, -118.1520167","white","normal"
"3015","A727313","*strawberry","cat","tortie",NA,"Spayed",2024-05-22,2024-08-22,"normal","stray","aban field",NA,2024-08-31,"3800 BLK PACIFIC AVE, LB 90807","Long Beach","adoption","web",33.826934,-118.194247,FALSE,TRUE,"33.826934, -118.194247","multi","normal"
"3016","A727315",NA,"cat","orange tabby","white","Unknown",2024-05-22,2024-08-22,"normal","stray","aban field",NA,2024-08-22,"3800 BLK PACIFIC AVE, LB 90807","Long Beach","duplicate",NA,33.826934,-118.194247,FALSE,TRUE,"33.826934, -118.194247","orange","normal"
"3017","A666411",NA,"cat","gray",NA,"Unknown",2021-10-02,2021-11-08,"normal","stray","field",NA,2021-11-08,"3800 BLK RADNOR AVE, LONG BEACH, CA 90808","Long Beach","transfer","other resc",33.8277072,-118.1181705,FALSE,TRUE,"33.8277072, -118.1181705","grey","normal"
"3018","A690276","*kitty","cat","brown  tabby","white","Male",2022-11-08,2022-12-08,"ill severe","stray","field",NA,2022-12-20,"3400 BLK E BROADWAY, LONG BEACH, CA 90803","Long Beach","died","in care",33.7642908,-118.1522333,TRUE,FALSE,"33.7642908, -118.1522333","other","severe"
"3019","A690277","flame","cat","black",NA,"Neutered",2022-10-24,2022-12-08,"normal","stray","field",NA,2022-12-10,"3400 BLK E BROADWAY, LONG BEACH, CA 90803","Long Beach","rescue","catpaws",33.7642908,-118.1522333,FALSE,TRUE,"33.7642908, -118.1522333","black","normal"
"3020","A639268","a639268 *maxwell","cat","gray tabby",NA,"Neutered",2017-01-31,2020-01-31,"normal","stray","field",NA,2020-02-12,"3400 BLK FALCON AVE, LONG BEACH, CA 90807","Long Beach","shelter, neuter, return","straycatal",33.8189462,-118.1730611,FALSE,TRUE,"33.81894620000001, -118.1730611","grey","normal"
"3021","A712872",NA,"cat","black",NA,"Neutered",NA,2024-01-06,"ill mild","stray","otc",NA,2024-01-16,"3400 BLK GARDENIA AVE LONG BEACH CA 90807","Long Beach","community cat",NA,33.8191044,-118.1685068,FALSE,TRUE,"33.8191044, -118.1685068","black","mild"
"3022","A691866","*charlotte","cat","black","white","Spayed",2022-10-30,2023-01-14,"ill mild","stray","otc",NA,2024-01-10,"3800 BLK STEVELY AVE, LONG BEACH, CA 90803","Long Beach","adoption",NA,33.8272397,-118.0936577,FALSE,TRUE,"33.8272397, -118.0936577","black","mild"
"3023","A727464","*snickers","cat","brown  tabby","white","Spayed",2022-08-25,2024-08-25,"normal","stray","aban field",NA,2024-09-05,"3800 BLOCK FARQUHAR AVE, LOS ALAMITOS CA","Los Alamitos","rescue","kittybunga",33.7994659,-118.0671156,FALSE,TRUE,"33.7994659, -118.0671156","other","normal"
"3024","A608230",NA,"cat","gray",NA,"Unknown",2018-03-25,2018-05-25,"fractious","stray","otc",NA,2018-06-02,"3400 BLK GUNDRY AVE, LONG BEACH, CA 90807","Long Beach","euthanasia","ill severe",33.8189482,-118.174144,TRUE,FALSE,"33.8189482, -118.174144","grey","feral_fractious"
"3025","A608499","*alani","cat","orange tabby",NA,"Spayed",2016-05-27,2018-05-27,"normal","stray","trap",NA,2018-06-20,"3400 BLK GUNDRY AVE, LONG BEACH, CA 90807","Long Beach","shelter, neuter, return",NA,33.8189482,-118.174144,FALSE,TRUE,"33.8189482, -118.174144","orange","normal"
"3026","A629080","*twilight","cat","brown  tabby","white","Female",2019-03-29,2019-06-29,"normal","stray","otc",NA,2019-07-03,"3800 BRAYTON AVE, LONG BEACH, CA 90807","Long Beach","transfer","spcala",33.8269268,-118.1753269,FALSE,TRUE,"33.8269268, -118.1753269","other","normal"
